"","age","day","grp.job","marital","education","housing","loan","contact","grp.month","grp.duration","grp.campaign","grp.pdays","grp.previous","y.subscribe","train.subscribe"
"26042",34,19,"0","1","2","0","0","2","3","2","1","0","0",0,0
"13295",60,8,"2","2","3","1","0","2","2","0","0","0","0",0,0
"28571",30,29,"3","1","2","1","0","2","0","0","1","0","0",0,0
"18562",39,31,"1","2","1","1","0","2","2","2","1","0","0",0,0
"18002",44,30,"0","1","1","0","1","2","2","2","1","0","0",1,0
"7518",36,30,"3","2","2","1","0","0","1","1","1","0","0",0,0
"18059",40,30,"3","2","2","0","0","2","2","0","2","0","0",0,0
"27972",33,28,"2","1","3","0","0","2","0","1","0","0","0",0,0
"1212",48,8,"1","0","1","1","0","0","1","0","0","0","0",0,0
"22320",44,22,"2","2","3","0","0","2","2","0","2","0","0",0,0
"43524",62,22,"3","2","0","0","0","2","1","1","2","2","1",0,0
"43935",28,16,"2","1","3","0","0","2","2","1","0","2","1",1,0
"25544",35,19,"2","1","3","1","0","2","3","0","0","0","0",0,0
"38392",30,15,"3","2","2","1","0","2","1","0","0","0","0",0,0
"9190",41,5,"1","2","2","0","0","0","2","0","0","0","0",0,0
"3756",43,16,"3","1","2","0","0","0","1","1","0","0","0",0,0
"26547",36,20,"2","1","3","0","1","2","3","0","1","0","0",0,0
"12445",41,1,"3","2","2","1","0","0","2","0","1","0","0",0,0
"37371",23,13,"3","1","2","1","0","2","1","2","1","0","0",0,0
"24737",35,18,"2","2","2","0","0","2","3","0","0","0","0",0,0
"30994",32,9,"1","1","3","0","0","2","0","0","1","0","0",0,0
"38692",46,15,"1","2","1","1","0","2","1","0","1","2","1",0,0
"6931",33,28,"2","1","3","0","0","0","1","0","1","0","0",0,0
"26207",37,20,"1","2","1","1","0","2","3","2","0","1","1",0,0
"24409",30,17,"2","1","3","1","0","2","3","0","1","0","0",0,0
"14109",34,11,"1","2","2","0","1","2","2","0","1","0","0",0,0
"23130",31,26,"2","1","3","0","0","2","2","0","2","0","0",0,0
"44965",21,10,"1","1","1","0","0","0","3","0","0","0","0",0,0
"39864",29,2,"2","1","3","1","0","2","2","2","0","0","0",1,0
"44297",23,26,"0","1","2","0","0","2","2","2","1","1","1",1,0
"44463",61,6,"1","2","1","0","0","2","2","2","1","1","1",1,0
"20374",59,11,"0","2","2","0","0","2","2","1","1","0","0",0,0
"17207",46,28,"3","2","2","1","1","1","2","1","1","0","0",0,0
"4435",37,20,"2","2","2","1","0","0","1","0","0","0","0",0,0
"11734",42,20,"3","2","2","0","0","0","2","0","0","0","0",0,0
"31644",59,6,"1","2","2","1","0","2","1","1","0","0","0",0,0
"28051",45,28,"3","2","2","0","0","2","0","1","1","0","0",0,0
"21799",42,20,"2","2","3","0","0","2","2","2","2","0","0",0,0
"38685",39,15,"3","2","2","1","0","1","1","0","2","0","0",0,0
"35759",33,8,"2","0","3","1","0","2","1","1","1","0","0",0,0
"24237",54,17,"3","1","2","1","1","2","3","0","0","1","1",0,0
"3924",50,16,"2","0","3","1","0","0","1","2","1","0","0",0,0
"22083",38,21,"3","1","2","0","0","2","2","0","1","0","0",0,0
"8418",36,3,"1","2","1","1","0","0","2","0","0","0","0",0,0
"1393",40,8,"1","2","1","1","1","0","1","2","1","0","0",0,0
"7729",35,30,"3","0","2","1","0","0","1","2","2","0","0",1,0
"21310",51,18,"3","2","2","0","0","2","2","2","1","0","0",0,0
"4858",34,21,"1","2","2","1","0","0","1","0","0","0","0",0,0
"42250",36,12,"2","2","2","0","0","2","3","1","0","1","2",1,0
"24739",31,18,"1","1","3","0","0","1","3","2","1","0","0",1,0
"37272",35,13,"3","1","2","1","1","2","1","0","0","2","1",0,0
"8306",35,2,"1","2","1","0","0","0","2","2","2","0","0",0,0
"5168",37,21,"2","2","3","1","1","0","1","0","2","0","0",0,0
"14592",30,15,"2","2","1","1","0","2","2","2","1","0","0",1,0
"27997",58,28,"3","2","2","0","0","2","0","2","1","0","0",0,0
"32754",45,17,"1","2","1","0","0","2","1","0","0","0","0",0,0
"42164",54,6,"3","2","2","0","0","2","3","2","2","1","2",1,0
"17066",41,25,"3","2","2","1","0","2","2","0","0","0","0",0,0
"494",55,6,"0","2","3","0","0","0","1","1","0","0","0",0,0
"38469",40,15,"3","1","2","0","0","2","1","2","0","0","0",1,0
"22055",33,20,"2","1","3","0","0","2","2","1","2","0","0",0,0
"11224",46,18,"1","0","1","0","0","0","2","0","2","0","0",0,0
"23882",56,29,"3","2","0","0","0","2","2","0","1","0","0",0,0
"42559",84,28,"0","2","2","0","0","1","0","2","0","2","1",1,0
"44723",43,7,"2","0","3","0","0","2","3","2","2","0","0",0,0
"16398",40,23,"3","2","2","1","0","2","2","0","0","0","0",0,0
"11138",26,18,"3","2","2","1","1","0","2","0","1","0","0",0,0
"1899",23,9,"3","1","2","1","1","0","1","1","1","0","0",0,0
"19152",47,5,"1","2","1","0","0","2","2","1","0","0","0",0,0
"30662",47,6,"1","2","2","1","1","2","0","0","1","0","0",0,0
"21580",32,19,"2","2","3","0","0","2","2","0","1","0","0",0,0
"26240",37,20,"3","2","2","1","0","1","3","0","0","0","0",0,0
"10018",61,9,"0","2","2","0","0","0","2","1","1","0","0",0,0
"24494",40,17,"1","2","1","1","0","2","3","2","0","0","0",0,0
"23616",43,28,"2","0","3","0","0","1","2","0","2","0","0",0,0
"17687",37,29,"0","2","3","0","0","2","2","1","1","0","0",0,0
"18310",48,31,"0","2","1","0","0","2","2","1","2","0","0",0,0
"7923",29,30,"2","1","3","1","0","0","1","2","2","0","0",1,0
"40386",52,30,"3","0","3","1","1","2","2","0","0","1","1",0,0
"37641",44,14,"2","2","0","1","0","1","1","0","2","0","0",0,0
"29925",28,4,"2","1","3","1","0","2","0","2","0","0","0",0,0
"22198",35,21,"2","1","3","0","0","2","2","0","2","0","0",0,0
"2727",25,13,"3","1","3","1","0","0","1","2","1","0","0",0,0
"7479",58,29,"3","2","2","1","0","0","1","2","1","0","0",0,0
"26075",33,19,"3","1","2","1","0","2","3","0","1","0","0",0,0
"18732",32,31,"3","2","1","1","0","2","2","0","2","0","0",0,0
"1824",33,9,"1","1","2","1","0","0","1","0","0","0","0",0,0
"741",57,6,"1","2","1","1","0","0","1","0","1","0","0",0,0
"24197",37,17,"3","2","2","1","1","2","3","0","0","0","0",0,0
"35978",34,8,"3","2","2","1","0","2","1","0","1","2","1",0,0
"5584",31,23,"3","2","2","1","0","0","1","1","2","0","0",0,0
"1667",33,9,"3","2","2","0","0","0","1","0","0","0","0",0,0
"23863",48,29,"1","2","2","0","0","2","2","1","2","0","0",0,0
"20632",34,12,"2","2","3","1","0","2","2","2","2","0","0",1,0
"2922",40,14,"3","2","2","1","0","0","1","1","1","0","0",0,0
"22783",42,25,"2","2","3","0","0","2","2","0","2","0","0",0,0
"40801",42,11,"3","1","3","1","0","2","2","0","1","1","1",1,0
"15649",33,21,"2","2","2","1","0","2","2","0","2","0","0",0,0
"42551",52,24,"0","0","2","0","0","2","0","2","1","0","0",1,0
"9008",50,5,"3","2","1","1","0","0","2","0","0","0","0",0,0
"18740",43,31,"2","1","1","1","0","2","2","0","2","0","0",0,0
"14583",42,15,"2","2","3","1","0","2","2","0","2","0","0",0,0
"5530",58,23,"0","2","1","1","0","0","1","0","2","0","0",0,0
"12868",46,7,"2","2","2","0","1","2","2","0","0","0","0",0,0
"42612",35,11,"3","1","2","1","0","2","0","2","1","2","2",0,0
"16627",47,24,"1","2","1","1","0","1","2","1","0","0","0",0,0
"11403",51,19,"3","2","2","0","0","0","2","0","0","0","0",0,0
"7413",55,29,"0","2","2","1","1","0","1","0","1","0","0",0,0
"36250",44,11,"2","2","3","1","0","2","1","0","1","2","1",0,0
"26663",43,20,"2","0","3","0","0","2","3","0","1","0","0",0,0
"43009",49,11,"3","0","2","1","0","2","0","1","1","0","0",0,0
"24840",41,18,"3","2","2","0","0","2","3","2","1","0","0",0,0
"12291",58,25,"1","2","2","1","0","0","2","1","0","0","0",0,0
"5201",37,21,"2","2","3","1","0","0","1","1","2","0","0",0,0
"21515",41,19,"2","2","2","0","0","2","2","0","2","0","0",0,0
"8426",41,3,"2","2","2","1","0","0","2","2","0","0","0",0,0
"38810",31,18,"3","0","2","1","0","2","1","0","2","2","2",0,0
"39381",30,22,"2","2","3","0","0","2","1","0","1","1","1",0,0
"20825",31,13,"2","2","3","0","0","2","2","2","2","0","0",1,0
"20640",30,12,"2","1","3","0","0","2","2","2","2","0","0",0,0
"33902",42,30,"3","1","2","1","0","2","1","0","0","0","0",0,0
"30205",34,5,"3","2","2","0","1","2","0","0","0","2","1",0,0
"38306",49,15,"3","2","1","1","0","2","1","0","1","0","0",0,0
"28745",45,30,"3","0","2","0","0","2","0","0","0","1","1",0,0
"3645",50,15,"1","2","2","1","0","0","1","0","2","0","0",0,0
"37367",35,13,"1","2","2","1","1","2","1","1","2","2","1",0,0
"11121",36,18,"1","2","3","1","0","0","2","0","1","0","0",0,0
"27224",33,21,"1","0","2","0","1","2","3","1","1","1","1",0,0
"29995",28,4,"3","1","2","0","0","2","0","0","2","2","1",0,0
"42310",23,16,"0","1","2","0","0","2","3","1","0","0","0",1,0
"6121",55,27,"3","2","2","1","1","0","1","1","0","0","0",0,0
"25058",46,18,"1","2","1","1","0","2","3","2","0","0","0",0,0
"9966",40,9,"1","2","2","1","0","0","2","0","2","0","0",0,0
"37891",34,14,"1","2","1","1","0","2","1","2","1","0","0",0,0
"31676",38,7,"3","2","2","0","0","2","1","0","1","0","0",0,0
"32069",77,14,"0","0","3","0","0","2","1","0","0","0","0",1,0
"37594",36,14,"3","2","2","1","1","2","1","0","0","0","0",0,0
"33849",34,28,"3","2","3","1","1","2","1","0","1","0","0",0,0
"30633",28,6,"0","1","2","0","1","2","0","2","0","0","0",0,0
"10159",41,11,"1","1","1","1","0","0","2","2","2","0","0",0,0
"32232",34,16,"3","2","3","1","0","2","1","1","1","2","1",0,0
"28225",37,29,"2","2","3","1","0","2","0","0","1","2","1",0,0
"18889",52,4,"2","2","3","0","0","2","2","0","0","0","0",0,0
"8665",39,3,"3","2","2","0","0","0","2","1","1","0","0",0,0
"27643",36,21,"2","1","3","0","0","2","3","0","2","0","0",0,0
"41136",30,18,"0","1","2","0","0","2","2","0","0","1","1",1,0
"7054",24,28,"2","1","3","1","0","0","1","1","2","0","0",0,0
"25117",30,18,"2","1","2","1","0","2","3","0","0","0","0",0,0
"18203",48,30,"2","2","3","0","0","2","2","0","2","0","0",0,0
"44396",42,3,"2","2","3","1","0","2","2","2","1","0","0",1,0
"12624",36,4,"3","2","1","0","0","0","2","2","0","0","0",1,0
"19568",30,7,"2","2","3","0","0","2","2","1","2","0","0",0,0
"32398",42,16,"3","2","2","1","0","1","1","0","1","1","1",0,0
"24078",36,23,"2","2","3","1","0","1","3","0","0","1","1",1,0
"30471",36,5,"0","1","2","0","0","2","0","2","1","1","1",0,0
"29224",32,2,"2","2","3","0","0","2","0","0","1","0","0",0,0
"16067",35,22,"1","2","2","0","1","2","2","2","1","0","0",0,0
"19868",30,8,"2","2","3","0","0","2","2","0","1","0","0",0,0
"26949",30,21,"3","2","2","1","0","2","3","0","0","0","0",0,0
"27280",32,21,"3","2","2","1","0","2","3","1","1","0","0",0,0
"1889",29,9,"3","1","3","1","0","0","1","2","1","0","0",0,0
"38865",33,18,"3","2","2","1","0","2","1","1","0","0","0",0,0
"9255",39,5,"1","1","1","0","1","0","2","2","1","0","0",0,0
"45154",64,9,"0","2","3","0","1","2","3","2","0","1","1",0,0
"7793",48,30,"3","2","2","1","0","0","1","2","1","0","0",0,0
"30558",47,5,"2","2","2","0","0","2","0","1","1","0","0",0,0
"27426",57,21,"2","2","3","1","0","2","3","0","1","1","1",0,0
"25709",35,19,"3","1","0","1","0","2","3","0","0","0","0",0,0
"1282",39,8,"1","2","1","1","0","0","1","1","0","0","0",0,0
"8919",49,4,"1","2","2","0","0","0","2","0","0","0","0",0,0
"43998",27,25,"0","1","2","0","0","1","2","2","2","0","0",0,0
"7833",47,30,"3","2","2","1","0","0","1","1","2","0","0",0,0
"10467",27,16,"3","2","2","1","0","0","2","2","2","0","0",0,0
"34394",32,4,"2","1","3","0","0","2","1","2","1","0","0",0,0
"18801",46,31,"1","1","1","0","1","2","2","2","2","0","0",0,0
"35285",55,7,"1","0","2","1","0","2","1","0","1","0","0",0,0
"25907",31,19,"2","1","2","0","1","2","3","0","0","0","0",0,0
"24076",28,22,"2","2","2","0","1","1","3","1","0","0","0",1,0
"45003",36,13,"2","1","3","0","0","2","3","0","0","1","2",1,0
"12396",51,27,"3","2","2","0","1","0","2","0","1","0","0",0,0
"41722",61,7,"0","2","2","0","0","2","3","2","0","0","0",0,0
"25094",51,18,"2","2","3","0","0","2","3","0","0","0","0",0,0
"22742",37,25,"3","2","3","1","0","2","2","0","2","0","0",0,0
"17228",40,28,"3","2","2","0","0","1","2","0","1","0","0",0,0
"2354",31,13,"2","2","3","1","0","0","1","2","0","0","0",0,0
"38419",27,15,"3","1","2","1","0","2","1","2","0","0","0",1,0
"2717",41,13,"2","0","3","1","0","0","1","1","1","0","0",0,0
"16763",31,24,"1","2","1","1","0","2","2","2","1","0","0",1,0
"6349",35,27,"3","1","2","1","0","0","1","1","0","0","0",0,0
"37985",35,14,"3","2","2","1","0","2","1","0","2","0","0",0,0
"41464",24,7,"3","1","3","1","0","2","3","0","0","1","1",0,0
"16356",28,23,"1","1","2","1","0","2","2","0","1","0","0",0,0
"41247",51,24,"3","2","2","0","0","2","2","2","1","1","1",1,0
"39808",48,1,"1","2","1","1","0","2","2","1","0","0","0",0,0
"38057",42,14,"1","2","2","1","0","1","1","0","2","2","2",0,0
"21105",36,14,"3","1","2","0","0","2","2","2","2","0","0",0,0
"11657",39,20,"3","1","3","0","0","0","2","1","1","0","0",0,0
"19315",53,6,"1","2","1","0","0","2","2","2","2","0","0",0,0
"1328",37,8,"3","2","2","1","0","0","1","0","0","0","0",0,0
"32434",50,16,"2","2","3","0","0","2","1","0","0","0","0",1,0
"37078",39,13,"1","2","2","1","0","2","1","0","2","2","1",0,0
"29686",43,3,"3","2","2","1","1","2","0","0","1","0","0",0,0
"8900",35,4,"1","2","1","1","0","0","2","0","2","0","0",0,0
"42369",64,25,"0","0","1","0","0","2","3","1","0","1","1",0,0
"9773",54,9,"1","0","1","0","1","0","2","0","1","0","0",0,0
"27479",58,21,"2","0","3","1","0","2","3","2","2","1","1",0,0
"17494",41,28,"3","2","2","0","0","2","2","0","2","0","0",0,0
"21239",52,18,"1","2","2","0","0","1","2","0","2","0","0",0,0
"9040",44,5,"3","2","2","0","0","0","2","0","0","0","0",0,0
"18689",58,31,"1","2","0","0","0","1","2","0","2","0","0",0,0
"12373",21,27,"1","1","2","1","0","0","2","1","1","0","0",0,0
"418",43,6,"0","2","2","1","0","0","1","1","0","0","0",0,0
"21511",47,19,"1","2","1","0","0","2","2","1","1","0","0",0,0
"35958",47,8,"0","2","1","0","1","1","1","2","1","2","1",1,0
"25496",52,19,"3","2","2","0","0","2","3","1","2","0","0",0,0
"38562",36,15,"1","2","2","1","0","2","1","2","2","0","0",1,0
"43919",30,14,"3","2","2","0","0","0","2","0","0","0","0",0,0
"14606",53,15,"1","2","1","0","1","2","2","2","2","0","0",0,0
"18976",54,4,"0","2","2","0","0","2","2","2","1","0","0",0,0
"35064",30,6,"3","1","2","1","0","2","1","0","1","2","2",0,0
"30766",46,6,"0","0","2","0","0","2","0","0","2","0","0",0,0
"10654",59,16,"0","2","1","0","0","0","2","1","0","0","0",0,0
"29609",27,3,"1","1","2","0","0","2","0","2","1","0","0",0,0
"31285",26,9,"2","1","3","1","0","2","1","0","0","0","0",0,0
"39328",33,18,"2","1","2","1","0","2","1","0","1","0","0",0,0
"42435",32,7,"3","1","2","0","0","2","0","1","0","1","1",0,0
"32046",36,14,"2","0","3","1","0","2","1","0","0","0","0",0,0
"39633",53,26,"1","2","1","1","0","2","1","0","1","0","0",0,0
"33183",31,20,"1","2","2","1","0","2","1","0","0","1","1",0,0
"42070",56,30,"0","2","1","0","0","2","3","2","1","1","1",0,0
"11970",43,20,"2","2","3","0","0","0","2","1","2","0","0",0,0
"41368",22,31,"3","1","2","0","0","1","2","0","0","0","0",0,0
"27294",46,21,"2","1","3","0","1","2","3","0","0","0","0",0,0
"39433",38,22,"2","1","3","0","0","2","1","2","1","0","0",0,0
"26701",49,20,"3","2","3","1","0","2","3","0","1","0","0",0,0
"30261",27,5,"3","2","2","1","0","2","0","0","0","0","0",0,0
"30661",30,6,"2","2","3","1","0","2","0","0","2","0","0",0,0
"40612",61,4,"0","2","2","0","0","2","2","1","0","0","0",1,0
"35863",36,8,"1","2","2","1","0","2","1","0","0","1","1",0,0
"27598",42,21,"3","2","0","0","0","2","3","0","1","0","0",0,0
"37108",39,13,"1","2","2","1","0","2","1","2","0","0","0",1,0
"4111",34,19,"1","2","1","1","1","0","1","0","0","0","0",0,0
"13160",35,8,"3","0","2","0","1","2","2","1","0","0","0",0,0
"3544",31,15,"3","1","2","1","0","0","1","1","1","0","0",0,0
"14301",31,14,"3","2","2","1","0","2","2","0","1","0","0",0,0
"28373",37,29,"3","0","3","1","0","2","0","0","0","0","0",0,0
"11366",41,19,"3","2","2","0","0","0","2","2","0","0","0",0,0
"39617",38,26,"2","2","0","0","0","2","1","2","0","0","0",1,0
"27967",60,28,"0","2","1","0","1","2","0","0","1","0","0",0,0
"19413",40,6,"2","2","3","0","0","2","2","2","1","0","0",0,0
"38461",23,15,"0","1","2","1","0","2","1","0","1","0","0",0,0
"240",49,5,"1","0","1","1","1","0","1","2","0","0","0",0,0
"20188",49,11,"3","2","2","0","0","2","2","0","1","0","0",0,0
"117",41,5,"3","2","2","1","0","0","1","2","0","0","0",0,0
"25150",35,18,"2","2","2","1","0","2","3","0","1","0","0",0,0
"15883",52,21,"3","2","2","1","0","1","2","0","1","0","0",0,0
"17973",27,30,"2","1","2","0","0","2","2","0","1","0","0",0,0
"38395",53,15,"2","0","3","1","0","2","1","2","0","2","1",1,0
"15632",37,21,"2","2","3","1","0","2","2","1","0","0","0",0,0
"5972",27,26,"3","2","2","1","0","0","1","2","1","0","0",0,0
"3207",46,15,"3","2","2","1","0","0","1","2","0","0","0",0,0
"33617",42,20,"2","0","2","1","0","2","1","0","1","0","0",0,0
"30865",31,9,"3","2","2","0","1","2","0","1","2","0","0",0,0
"34496",54,5,"1","2","1","0","0","2","1","1","0","0","0",0,0
"9330",44,6,"2","1","2","0","0","0","2","0","2","0","0",0,0
"6122",35,27,"1","2","2","1","1","0","1","0","1","0","0",0,0
"35888",37,8,"3","2","2","1","0","2","1","2","1","1","2",0,0
"15340",59,18,"3","2","3","0","0","2","2","1","2","0","0",0,0
"812",45,7,"2","0","2","1","0","0","1","0","1","0","0",0,0
"13810",51,10,"1","2","1","1","0","2","2","2","0","0","0",0,0
"28350",56,29,"1","2","1","1","0","2","0","0","0","2","1",0,0
"41354",27,31,"0","1","3","0","0","2","2","0","1","1","1",1,0
"19871",45,8,"3","2","2","0","0","2","2","0","1","0","0",0,0
"8785",35,4,"2","2","2","0","0","0","2","0","2","0","0",0,0
"35985",44,8,"3","1","2","1","0","2","1","2","1","2","1",0,0
"31959",34,13,"1","2","2","1","1","2","1","2","0","0","0",0,0
"15672",44,21,"1","2","1","0","0","1","2","0","0","0","0",0,0
"45058",44,20,"2","1","3","0","0","2","3","0","2","1","2",1,0
"43709",65,13,"0","2","0","0","0","2","1","2","1","1","1",0,0
"6869",29,28,"2","1","2","1","0","0","1","1","1","0","0",0,0
"5599",35,23,"2","0","3","1","0","0","1","2","1","0","0",0,0
"15986",37,22,"1","1","1","1","1","2","2","0","0","0","0",0,0
"20483",54,12,"2","1","3","1","0","2","2","0","1","0","0",0,0
"5494",41,23,"3","2","3","1","1","0","1","1","0","0","0",0,0
"41416",45,3,"1","2","3","1","0","2","3","0","0","2","1",0,0
"26301",57,20,"2","0","3","0","0","2","3","2","0","0","0",0,0
"25158",48,18,"2","1","3","1","0","2","3","1","0","1","1",0,0
"24267",43,17,"3","2","2","1","0","2","3","0","0","1","1",0,0
"5082",26,21,"3","1","2","1","0","0","1","0","1","0","0",0,0
"13351",58,8,"2","2","3","1","0","2","2","1","0","0","0",0,0
"9307",59,5,"2","1","3","0","1","0","2","0","1","0","0",0,0
"29541",52,3,"1","1","0","0","0","2","0","0","1","0","0",0,0
"14149",45,11,"2","2","3","1","0","2","2","0","1","0","0",0,0
"13507",37,9,"2","2","0","0","0","2","2","2","0","0","0",0,0
"30353",42,5,"3","2","2","0","1","2","0","0","0","1","1",0,0
"43684",23,12,"0","1","0","0","0","2","1","2","0","0","0",1,0
"20173",59,11,"0","2","3","0","0","2","2","0","2","0","0",0,0
"9478",59,6,"0","2","1","0","1","0","2","1","0","0","0",0,0
"31940",28,9,"2","0","3","1","0","2","1","2","1","2","1",1,0
"21086",51,14,"3","2","3","0","0","1","2","0","2","0","0",0,0
"38649",57,15,"0","2","2","1","0","2","1","2","1","0","0",0,0
"44495",40,10,"1","2","2","1","0","2","2","2","0","0","0",1,0
"42950",53,8,"3","2","2","1","1","2","0","0","1","1","1",0,0
"17296",36,28,"2","2","3","1","1","2","2","2","1","0","0",0,0
"3852",54,16,"2","0","3","1","0","0","1","2","0","0","0",0,0
"18379",40,31,"1","1","2","0","0","1","2","0","1","0","0",0,0
"16576",34,24,"2","2","2","1","1","2","2","0","2","0","0",0,0
"27541",37,21,"2","1","3","1","0","2","3","0","2","0","0",0,0
"24723",40,17,"1","1","2","0","0","2","3","1","1","0","0",0,0
"33886",55,30,"0","2","2","0","0","2","1","2","0","0","0",0,0
"43132",52,24,"3","1","0","0","0","2","0","1","1","0","0",1,0
"28323",32,29,"3","1","2","0","0","2","0","2","0","1","2",0,0
"21154",32,14,"3","2","3","1","1","2","2","0","2","0","0",0,0
"12895",31,7,"3","1","2","1","1","2","2","0","0","0","0",0,0
"19922",38,8,"3","1","2","0","0","2","2","0","1","0","0",0,0
"27198",57,21,"3","2","2","1","0","1","3","0","0","0","0",0,0
"34799",34,6,"1","2","0","1","0","2","1","0","2","0","0",0,0
"23394",53,27,"2","2","3","0","0","2","2","2","2","0","0",0,0
"2324",28,13,"3","2","2","1","0","0","1","0","2","0","0",0,0
"24059",44,20,"3","1","2","0","0","1","3","2","0","0","0",1,0
"5446",30,23,"3","2","2","1","0","0","1","1","0","0","0",0,0
"11176",45,18,"0","1","2","0","0","0","2","2","0","0","0",0,0
"7038",28,28,"1","2","2","1","0","0","1","0","1","0","0",0,0
